GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1500000US040130506072,040130506072,"Block Group 2, Census Tract 506.07, Maricopa County, Arizona",1081,343
1500000US040130506073,040130506073,"Block Group 3, Census Tract 506.07, Maricopa County, Arizona",1933,516
1500000US040130506074,040130506074,"Block Group 4, Census Tract 506.07, Maricopa County, Arizona",1495,497
1500000US040130506075,040130506075,"Block Group 5, Census Tract 506.07, Maricopa County, Arizona",2314,487
1500000US040130506081,040130506081,"Block Group 1, Census Tract 506.08, Maricopa County, Arizona",1838,538
1500000US040130506082,040130506082,"Block Group 2, Census Tract 506.08, Maricopa County, Arizona",1376,338
1500000US040130506083,040130506083,"Block Group 3, Census Tract 506.08, Maricopa County, Arizona",2120,599
1500000US040130506084,040130506084,"Block Group 4, Census Tract 506.08, Maricopa County, Arizona",2467,711
1500000US040130506091,040130506091,"Block Group 1, Census Tract 506.09, Maricopa County, Arizona",2503,490
1500000US040130506092,040130506092,"Block Group 2, Census Tract 506.09, Maricopa County, Arizona",997,184
1500000US040130506093,040130506093,"Block Group 3, Census Tract 506.09, Maricopa County, Arizona",1423,349
1500000US040130506101,040130506101,"Block Group 1, Census Tract 506.10, Maricopa County, Arizona",5633,840
1500000US040130506102,040130506102,"Block Group 2, Census Tract 506.10, Maricopa County, Arizona",3263,600
1500000US040130506103,040130506103,"Block Group 3, Census Tract 506.10, Maricopa County, Arizona",1023,337
1500000US040130506111,040130506111,"Block Group 1, Census Tract 506.11, Maricopa County, Arizona",3821,573
1500000US040130506112,040130506112,"Block Group 2, Census Tract 506.11, Maricopa County, Arizona",1804,730
1500000US040130507011,040130507011,"Block Group 1, Census Tract 507.01, Maricopa County, Arizona",3330,367
1500000US040130507012,040130507012,"Block Group 2, Census Tract 507.01, Maricopa County, Arizona",2568,408
1500000US040130507021,040130507021,"Block Group 1, Census Tract 507.02, Maricopa County, Arizona",2122,415
1500000US040130507022,040130507022,"Block Group 2, Census Tract 507.02, Maricopa County, Arizona",1356,352
1500000US040130507023,040130507023,"Block Group 3, Census Tract 507.02, Maricopa County, Arizona",1481,316
1500000US040130608011,040130608011,"Block Group 1, Census Tract 608.01, Maricopa County, Arizona",1099,351
1500000US040130608012,040130608012,"Block Group 2, Census Tract 608.01, Maricopa County, Arizona",1299,518
1500000US040130608013,040130608013,"Block Group 3, Census Tract 608.01, Maricopa County, Arizona",1032,424
1500000US040130608014,040130608014,"Block Group 4, Census Tract 608.01, Maricopa County, Arizona",1327,249
1500000US040130608015,040130608015,"Block Group 5, Census Tract 608.01, Maricopa County, Arizona",727,262
1500000US040130608021,040130608021,"Block Group 1, Census Tract 608.02, Maricopa County, Arizona",712,159
1500000US040130608022,040130608022,"Block Group 2, Census Tract 608.02, Maricopa County, Arizona",2014,244
1500000US040130609011,040130609011,"Block Group 1, Census Tract 609.01, Maricopa County, Arizona",904,297
1500000US040130609012,040130609012,"Block Group 2, Census Tract 609.01, Maricopa County, Arizona",1674,377
1500000US040130609013,040130609013,"Block Group 3, Census Tract 609.01, Maricopa County, Arizona",2491,442
1500000US040130609021,040130609021,"Block Group 1, Census Tract 609.02, Maricopa County, Arizona",1129,465
1500000US040130609022,040130609022,"Block Group 2, Census Tract 609.02, Maricopa County, Arizona",1186,540
1500000US040130609023,040130609023,"Block Group 3, Census Tract 609.02, Maricopa County, Arizona",1052,371
1500000US040130609031,040130609031,"Block Group 1, Census Tract 609.03, Maricopa County, Arizona",760,312
1500000US040130609032,040130609032,"Block Group 2, Census Tract 609.03, Maricopa County, Arizona",1852,710
1500000US040130609033,040130609033,"Block Group 3, Census Tract 609.03, Maricopa County, Arizona",1872,475
1500000US040130609034,040130609034,"Block Group 4, Census Tract 609.03, Maricopa County, Arizona",1308,360
1500000US040130609041,040130609041,"Block Group 1, Census Tract 609.04, Maricopa County, Arizona",683,343
1500000US040130609042,040130609042,"Block Group 2, Census Tract 609.04, Maricopa County, Arizona",1504,339
1500000US040130609043,040130609043,"Block Group 3, Census Tract 609.04, Maricopa County, Arizona",1506,304
1500000US040130610091,040130610091,"Block Group 1, Census Tract 610.09, Maricopa County, Arizona",3715,811
1500000US040130610092,040130610092,"Block Group 2, Census Tract 610.09, Maricopa County, Arizona",1749,776
1500000US040130610093,040130610093,"Block Group 3, Census Tract 610.09, Maricopa County, Arizona",3419,475
