"BLOCKCE,C,4","BLOCKID10,C,15","POP10,N,9,0"
4005,320310004004005,55
1647,320310035011647,0
1660,320310035011660,0
1004,320310029011004,31
1018,320310032031018,0
1882,320310035011882,0
1029,320319402001029,0
2171,320310023022171,0
1868,320310035011868,0
5032,320310026185032,36
4023,320310026184023,18
3005,320310012023005,3
4025,320310026184025,0
5023,320310026185023,28
5053,320310026185053,6
2020,320310035082020,63
2009,320310001012009,0
1005,320310035131005,61
3016,320310003003016,60
2003,320310010152003,32
2014,320310003002014,36
2019,320310003002019,46
2000,320310010152000,39
2013,320310010152013,35
3007,320310011043007,47
3003,320310010153003,14
2004,320310010142004,5
2006,320310010142006,0
1018,320310010151018,41
2003,320310021052003,27
3013,320310021043013,96
1886,320310035011886,0
1751,320310035011751,0
1814,320310035011814,0
1790,320310035011790,0
1743,320310035011743,3
3018,320310025003018,0
3007,320310026103007,54
3005,320310026103005,211
1011,320310024061011,23
3005,320310012013005,0
3009,320310024063009,80
2002,320310024062002,64
1008,320310013001008,32
2018,320310024062018,28
1374,320310035011374,0
1382,320310035011382,0
1384,320310035011384,0
1425,320310035011425,0
1449,320310035011449,0
1427,320310035011427,0
1932,320310035011932,0
1609,320310035011609,0
1116,320310035011116,0
1198,320310035011198,0
1322,320310035011322,0
1294,320310035011294,0
1299,320310035011299,0
1241,320310035011241,0
1260,320310035011260,0
2151,320310023022151,12
1988,320310035011988,0
1432,320310035011432,0
1506,320310035011506,0
5006,320310026185006,13
1216,320310035011216,0
1777,320310035011777,0
2074,320310035012074,0
1444,320310035011444,0
1888,320310035011888,0
1486,320310035011486,0
1495,320310035011495,5
1210,320310035011210,0
2045,320310035012045,9
2034,320310035012034,0
2102,320310035012102,0
1278,320310035011278,0
1923,320310035011923,5
1899,320310035011899,0
1918,320310035011918,0
1917,320310035011917,0
1916,320310035011916,0
1530,320310035011530,0
1564,320310035011564,0
1576,320310035011576,0
1144,320310035011144,0
1246,320310035011246,0
1120,320319402001120,0
1123,320319402001123,0
1006,320310035031006,0
1006,320310035111006,118
2005,320310035112005,109
3203,320310035013203,0
1351,320319402001351,0
1397,320319402001397,0
2036,320310026122036,0
1055,320310026031055,0
2000,320310026152000,132
1062,320319402001062,0
1964,320310035011964,0
1044,320319402001044,0
1672,320310035011672,0
1661,320310035011661,0
3005,320310024073005,29
2005,320310010052005,105
2015,320310023012015,0
2028,320310012012028,60
2003,320310024102003,72
3021,320310024103021,0
3022,320310024103022,0
1011,320310024091011,56
1046,320310026031046,0
1047,320310026031047,0
2003,320310023012003,61
1003,320310022091003,0
1026,320310021031026,0
2006,320310010102006,0
3037,320310026193037,0
2009,320310026192009,5
2011,320310026192011,0
3001,320310026173001,28
3045,320310026173045,0
3063,320310026193063,0
1025,320310026191025,75
1011,320310027031011,0
3046,320310023013046,82
2014,320310024102014,0
2046,320310012012046,0
2029,320310012012029,4
2007,320310027042007,1
2005,320310023022005,0
2005,320310031012005,15
3175,320310035013175,0
2008,320310026172008,4
2034,320310026172034,0
3006,320310035033006,99
1382,320319402001382,13
1359,320319402001359,0
2035,320310026122035,0
1018,320310026181018,57
1042,320319402001042,0
1728,320310035011728,0
1010,320310029021010,1
2028,320310031012028,387
1002,320310035101002,49
1022,320310022091022,44
1034,320310022091034,26
2015,320310022072015,44
2009,320310024072009,35
4047,320310035154047,0
4054,320310035154054,30
3018,320310026133018,0
4028,320310010134028,15
2016,320310031092016,80
1046,320310024091046,39
2038,320310022062038,0
2003,320310012012003,0
2005,320310012012005,0
1005,320310031091005,14
2040,320310022062040,36
2041,320310026192041,0
1001,320310027071001,0
1000,320310027071000,0
3008,320310026183008,0
3004,320310035043004,0
4014,320310035154014,6
2099,320310023022099,2
2097,320310023022097,6
1052,320310024091052,13
4001,320310023014001,29
3010,320310024073010,313
2032,320310035152032,89
1430,320319402001430,0
1031,320310022091031,76
1014,320310026141014,40
3024,320310026193024,0
3034,320310026113034,0
1005,320310027051005,0
1003,320310027051003,0
1009,320310026101009,58
1009,320310026141009,0
2054,320310026122054,0
2002,320310017022002,47
2001,320310017022001,0
1016,320310031081016,1
2002,320310031012002,46
3004,320310035103004,38
4011,320310035094011,48
2006,320310022092006,89
2007,320310022092007,34
1015,320310026101015,90
3001,320310026103001,40
2018,320310032042018,16
2007,320310032032007,0
4024,320310026194024,0
1022,320310035151022,50
3006,320310035153006,33
3002,320310035153002,0
3018,320310035153018,26
3029,320310035153029,33
2030,320310035152030,142
3008,320310028013008,4
2010,320310021052010,149
1005,320310022071005,21
2019,320310022092019,28
2006,320310023012006,26
4007,320310023014007,13
2020,320310035092020,8
2027,320310035092027,0
4000,320310035094000,45
3010,320310035093010,7
2006,320310035132006,16
2004,320310035132004,11
2010,320310035132010,0
2010,320310035082010,82
2009,320310035082009,64
1043,320310024091043,0
4042,320310023014042,0
4023,320310023014023,42
2021,320310035092021,16
3003,320310033083003,7
3016,320310033083016,11
2012,320310026172012,61
1009,320310021031009,47
4005,320310010154005,15
4010,320310011034010,0
1000,320310029011000,14
4022,320310035154022,0
1026,320310035041026,0
1020,320310032041020,0
2025,320310010142025,0
3015,320310024073015,5
1005,320310035091005,1
3040,320310023013040,0
1012,320310028011012,180
3010,320310031103010,0
1003,320310017011003,0
2008,320310022062008,43
3040,320310022073040,0
3032,320310026173032,48
2045,320310010102045,0
1016,320310022081016,0
1011,320310022081011,0
2039,320310010122039,0
2018,320310010122018,0
1051,320310010121051,3
2030,320310012012030,0
1015,320310035091015,3
1008,320310022091008,0
2014,320310035082014,0
1041,320310035031041,0
2004,320310022042004,0
2015,320310022042015,0
2135,320310023022135,0
2023,320310012012023,0
1005,320310026121005,0
2044,320310026122044,0
2041,320310026182041,0
2057,320310026182057,17
2005,320310026112005,0
2023,320310026112023,0
2069,320310023022069,0
1006,320310010151006,0
3014,320310024063014,0
3003,320310017023003,15
3014,320310026173014,0
2025,320310023022025,0
1000,320310035031000,0
3015,320310026133015,0
2141,320310023022141,0
2183,320310023022183,0
2007,320310023022007,0
4014,320310035094014,13
2002,320310022122002,9
1014,320310022091014,0
1008,320310022071008,47
1005,320310010101005,0
1109,320310035011109,0
1204,320310035011204,0
2030,320310032032030,3
2020,320310010112020,3
1063,320310023021063,0
1013,320310035031013,0
1001,320310035031001,2
2031,320310032042031,0
3065,320310010133065,2
1031,320310010101031,9
1005,320310021071005,0
1010,320310021031010,8
2004,320310027052004,0
5012,320310026185012,0
2000,320310027052000,0
2003,320310027052003,0
1044,320310026181044,0
3025,320310033093025,0
1641,320310035011641,0
1023,320310010131023,0
1001,320310023011001,0
1037,320310024091037,22
1032,320310010131032,8
1015,320310022051015,0
2016,320310023022016,0
2014,320310010112014,216
2032,320310026172032,0
2025,320310026172025,0
5062,320310026185062,0
1036,320310024091036,0
1017,320310024091017,0
1002,320310024091002,202
2005,320310033082005,0
4054,320310011034054,0
2154,320310023022154,0
2173,320310023022173,0
2032,320310010132032,2
3013,320310017023013,3
2011,320310017022011,0
4006,320310015014006,668
1022,320310017021022,11
4007,320310031014007,50
1021,320310023021021,0
3039,320310010133039,0
1024,320310017021024,0
5060,320310026185060,0
2055,320310026192055,2
1025,320310028011025,0
3157,320310035013157,1
2007,320310010102007,0
2013,320310022062013,89
3047,320310026193047,11
1007,320319802001007,0
1033,320310035031033,0
1034,320310035031034,0
3247,320310035013247,0
3000,320310022053000,162
2115,320310035012115,0
2113,320310035012113,0
2143,320310035012143,0
2003,320310027042003,0
3014,320310027043014,17
3333,320310035013333,0
1009,320310022081009,0
2204,320310035012204,0
3103,320310035013103,0
3117,320310035013117,0
1410,320319402001410,0
1213,320319402001213,0
4019,320310010154019,121
3002,320310011053002,8
2258,320310035012258,0
3030,320310027053030,0
3038,320310026173038,0
3028,320310027053028,0
1625,320310035011625,0
1623,320310035011623,0
1014,320310035071014,149
2004,320310011052004,8
2015,320310011052015,9
2021,320310011052021,2
4015,320310011034015,0
1025,320310026141025,0
3012,320310026103012,38
2024,320310035152024,127
3012,320310035153012,0
4001,320310012024001,0
1001,320310026031001,0
3346,320310035013346,0
1038,320310035081038,0
1037,320310035081037,0
1006,320310027071006,0
2014,320310024112014,0
2009,320310024062009,20
1009,320310024011009,0
1024,320310024011024,0
4001,320310035154001,0
1038,320310026141038,0
1033,320310032031033,395
1060,320310010131060,2
1016,320310022101016,0
2011,320310024102011,3
1126,320310023021126,0
1065,320310023021065,0
3023,320310026113023,14
3025,320310026113025,91
1023,320310027051023,0
1020,320310035031020,0
1026,320310035031026,0
2023,320310035152023,26
1012,320310035151012,14
1024,320310035151024,6
2049,320310012012049,0
2002,320310026112002,0
1008,320310027031008,0
5025,320310032025025,5
2027,320310032022027,42
1065,320310010131065,26
2142,320310023022142,0
2185,320310023022185,0
1055,320310010131055,0
1021,320310032031021,0
2247,320310023022247,0
2070,320310023022070,6
3009,320310032023009,0
3058,320310010133058,5
4012,320310010134012,0
3033,320310027043033,0
2211,320310035012211,0
2018,320310023012018,0
2012,320310011032012,0
2125,320310023022125,0
2039,320310022092039,0
1640,320310035011640,0
1016,320310026131016,0
1030,320310035031030,0
2172,320310035012172,0
2174,320310035012174,0
1002,320310026181002,0
1015,320310026181015,0
1009,320310010101009,4
2194,320310023022194,0
2019,320310011032019,0
1025,320319802001025,0
3066,320310022073066,0
1040,320310035031040,0
2025,320310033072025,0
1036,320319402001036,0
1070,320319402001070,0
4003,320310031014003,0
3014,320310030003014,0
1007,320310035091007,0
1006,320310035091006,0
1006,320310027041006,158
2001,320310024122001,0
3000,320310033083000,17
3012,320310033083012,0
1029,320310033081029,0
3009,320310023013009,0
3241,320310035013241,0
3056,320310026193056,0
0006,320319901000006,0
3153,320310035013153,0
2008,320310033072008,12
3015,320310026173015,0
3070,320310026193070,0
1006,320319802001006,0
2001,320310025002001,0
1026,320310010101026,0
2024,320310033072024,0
2035,320310033072035,7
1031,320310010131031,0
2033,320310032022033,0
3168,320310035013168,0
3169,320310035013169,0
4006,320310007004006,0
1026,320310023021026,0
2010,320310026192010,4
2034,320310024122034,73
1013,320310033071013,0
3019,320310033093019,0
1903,320310035011903,2
1011,320310033071011,7
2001,320310015022001,113
2044,320310031012044,0
5003,320310015025003,148
3029,320310026113029,0
2020,320310017012020,30
2003,320310018012003,98
1024,320310001021024,0
1023,320310001021023,0
1037,320310001021037,96
1011,320310002021011,0
1007,320310002021007,204
1001,320310002021001,0
1016,320310002021016,6
1014,320310002021014,64
4002,320310028024002,45
3017,320310029013017,36
1014,320310029011014,79
3005,320310029023005,102
3006,320310029023006,2
2006,320310029022006,65
4007,320310029024007,53
2006,320310029012006,51
3260,320310035013260,0
1011,320310031061011,68
4006,320310029024006,27
1009,320310029021009,332
1003,320310030001003,35
1000,320310030001000,38
4035,320310035154035,28
4003,320310023014003,59
4049,320310035154049,0
2014,320310035112014,0
3014,320310035153014,0
2006,320310035152006,0
4063,320310035154063,0
2026,320310024122026,0
1529,320310035011529,0
3059,320310033093059,0
2017,320310024122017,243
3291,320310035013291,0
1029,320319800001029,0
4002,320310022124002,307
2010,320310022042010,94
1016,320310022041016,166
1012,320319800001012,5
1041,320319800001041,0
1004,320310031081004,50
2019,320310022052019,529
2000,320310022052000,0
1005,320310010141005,0
1002,320310022051002,0
3007,320310021063007,29
3003,320310021063003,61
3012,320310021063012,62
1002,320310010141002,154
2002,320310010132002,23
2012,320310031082012,91
1005,320310007001005,97
1011,320310018011011,0
1035,320310010121035,107
1048,320310010121048,124
1039,320310010121039,0
1017,320310010111017,32
2040,320310010122040,0
2016,320310010112016,31
2003,320310035102003,61
2004,320310010112004,77
2005,320310010112005,41
1008,320319800001008,0
1007,320310030001007,70
3036,320310019023036,61
1009,320310021061009,79
1002,320310021061002,60
1012,320310021061012,78
3000,320310021043000,448
3002,320310021043002,34
3000,320310021053000,2007
3008,320310021053008,0
1004,320310021041004,0
3085,320310031013085,0
2005,320310021032005,0
2002,320310021032002,0
2000,320310021042000,62
2021,320310022042021,0
1028,320310021031028,33
2037,320310010102037,90
3004,320310032023004,225
1003,320310032031003,0
1005,320310032041005,33
1011,320310032041011,14
3049,320310032023049,0
3041,320310032023041,0
3210,320310035013210,5
1045,320310032031045,21
5014,320310032025014,20
3005,320310022043005,527
2026,320310010122026,0
5009,320310032025009,8
2048,320310032022048,0
3016,320310032023016,18
1032,320310022101032,43
5042,320310032025042,3
2026,320310032022026,2
2011,320310032022011,3
2001,320310032022001,0
1350,320310035011350,0
3273,320310035013273,4
3016,320310010153016,0
2016,320310021032016,53
1004,320310033081004,0
1027,320310033081027,27
2032,320310033082032,51
2012,320310033062012,30
1013,320310033051013,123
2010,320310033082010,20
2025,320310033092025,2
2002,320310022062002,0
1015,320310033051015,19
1014,320310033091014,44
1007,320310033051007,4
1012,320310033061012,188
4004,320310033094004,11
4002,320310033094002,116
2020,320310033092020,10
4028,320310033094028,6
2004,320310033062004,15
1015,320310033071015,0
2012,320310033072012,42
2001,320310033072001,0
2043,320310032042043,0
1022,320310022081022,0
1019,320310032041019,0
1037,320310032041037,0
1014,320310032041014,114
4023,320310010134023,353
1026,320310033081026,0
3016,320310022053016,0
1021,320310032021021,40
2058,320310032042058,34
1036,320310032041036,39
1042,320310032021042,46
1035,320310032021035,28
1032,320310032021032,13
1029,320310032021029,21
1002,320310032021002,0
1070,320310032021070,0
1039,320319803001039,0
1003,320310033091003,0
2035,320310033092035,10
2140,320310035012140,110
2198,320310035012198,2
2181,320310035012181,102
2158,320310035012158,0
1034,320319801001034,0
2162,320310035012162,0
4045,320310011034045,26
2023,320310011052023,0
2022,320310011052022,23
1020,320319803001020,0
2006,320310010132006,0
2019,320310010132019,290
2027,320310010132027,62
1003,320310010131003,0
2009,320310035142009,62
3046,320310026193046,52
3040,320310026193040,0
4002,320310026194002,0
3043,320310026193043,72
4001,320310026194001,22
3058,320310026173058,0
1012,320310027031012,0
1031,320310027031031,95
3034,320310023013034,60
4006,320310032024006,36
2049,320310032022049,0
5003,320310032025003,367
3012,320310024073012,4
3011,320310024073011,233
1023,320310024011023,0
2008,320310011032008,106
5009,320310004005009,555
2017,320310001022017,23
4005,320310022124005,0
2002,320310022112002,392
3025,320310031013025,17
1465,320310035011465,0
1426,320310035011426,0
1034,320310022081034,0
1594,320310035011594,0
2005,320310011032005,136
1019,320319402001019,2
3007,320310033083007,47
2018,320310021042018,0
2015,320310035042015,31
2018,320310035042018,44
2012,320310035042012,43
1723,320310035011723,0
1010,320310035111010,11
1012,320310035121012,148
1021,320310035091021,22
1020,320310014001020,158
2025,320310010052025,0
4000,320310011044000,320
1000,320319803001000,0
2202,320310035012202,0
2027,320310032042027,31
2044,320310032032044,27
1614,320310035011614,0
2000,320310028012000,136
1128,320310035011128,3
3065,320310026193065,4
1067,320310024091067,0
2004,320310033072004,46
2002,320310033072002,39
2027,320310021032027,0
1032,320310010151032,5
2017,320310010122017,6
1012,320310035101012,102
1018,320310031081018,0
2008,320310024082008,5
1065,320310024091065,37
1005,320310031101005,40
1009,320310031101009,0
3004,320310021063004,154
1710,320310035011710,0
1680,320310035011680,0
1703,320310035011703,0
1685,320310035011685,0
1826,320310035011826,0
1686,320310035011686,0
4012,320310004004012,135
3014,320310001013014,79
4030,320310010154030,0
3025,320310035113025,27
3032,320310031013032,15
2000,320310033092000,0
3010,320310027053010,99
2010,320310010122010,34
1004,320310010111004,56
2270,320310035012270,13
3019,320310024073019,71
3017,320310024073017,70
1004,320310026161004,62
1011,320310026191011,175
1015,320310024011015,78
3002,320310035103002,431
2021,320310010112021,22
1006,320310010131006,9
2002,320310027032002,49
2021,320310032032021,123
1001,320310026151001,523
3000,320310026163000,450
2025,320310010122025,0
3007,320310022043007,3
2050,320310035012050,133
1060,320310023021060,0
1027,320310023021027,139
1035,320310023021035,14
2016,320310024112016,0
1001,320310014001001,101
1005,320310010051005,82
2010,320310010142010,0
1403,320310035011403,0
1891,320310035011891,0
1409,320310035011409,0
2009,320310024122009,25
1829,320310035011829,0
1223,320310035011223,4
1024,320319402001024,0
4023,320310011034023,103
2059,320310010142059,0
1028,320310011051028,87
1498,320310035011498,28
1003,320319802001003,0
1021,320319800001021,0
2012,320310010112012,38
2001,320310031012001,0
3012,320310035113012,98
2135,320310035012135,72
2002,320310026132002,304
2136,320310035012136,6
2005,320310031082005,133
3000,320310028013000,455
2005,320310022082005,43
2010,320310022082010,68
2027,320310022062027,0
4022,320310010134022,65
1956,320310035011956,0
2090,320310035012090,126
3058,320310035013058,36
1404,320319402001404,0
1300,320319402001300,3
3237,320310035013237,0
3225,320310035013225,0
3194,320310035013194,18
1029,320310035011029,0
1014,320310035011014,0
1086,320310035011086,0
1126,320310035011126,0
1003,320310010051003,31
2137,320310035012137,2
4034,320310011034034,0
3011,320310027053011,144
1021,320310010131021,0
1013,320310031101013,139
2013,320310010112013,22
4002,320310015014002,76
4001,320310015014001,65
3003,320310029013003,0
2035,320310035012035,0
2019,320310001022019,30
1820,320310035011820,23
4069,320310035154069,0
3166,320310035013166,0
2009,320310023022009,6
2041,320310010102041,0
2020,320310026172020,135
1030,320310010101030,199
1006,320319402001006,0
2012,320310035082012,9
2000,320310024082000,99
1811,320310035011811,0
2022,320310026152022,202
1004,320310024061004,78
3066,320310026193066,0
2044,320310023022044,4
1093,320310023021093,0
1003,320310029011003,39
3010,320310029013010,52
4005,320310031104005,17
2000,320310033062000,4
6001,320310031066001,162
2027,320310010052027,0
1000,320310022061000,960
2056,320310010142056,14
1025,320310021031025,0
2004,320310013002004,3
2018,320310013002018,0
1020,320310011041020,10
3031,320310011033031,0
1018,320310035091018,0
1292,320310035011292,0
3038,320310019023038,0
3016,320310031013016,0
3018,320310031013018,0
3035,320310031013035,0
2005,320310011042005,31
1004,320310010151004,0
2011,320310027052011,54
2007,320310027072007,102
5008,320310015025008,0
3038,320310019013038,21
1028,320310033081028,15
1019,320310033051019,5
1513,320310035011513,0
4005,320310033094005,16
3017,320310024063017,86
3004,320310012013004,122
3013,320310012013013,28
2004,320310022052004,0
1033,320310021071033,0
1026,320310021071026,0
3023,320310035113023,21
1019,320310022091019,76
1062,320310032021062,7
1953,320310035011953,0
2003,320310011012003,142
4000,320310029024000,69
3004,320310029023004,46
4012,320310029024012,92
1003,320310018021003,169
3011,320310030003011,293
3007,320310035093007,364
1001,320310031011001,0
1021,320310010051021,94
2007,320310010052007,23
1017,320310010051017,63
1000,320310022111000,0
3337,320310035013337,17
1017,320310033051017,154
2010,320310033062010,36
1015,320310010101015,143
1025,320310010111025,53
4000,320310019024000,146
5008,320310030005008,0
3003,320310030003003,88
2037,320310031012037,0
4001,320310031014001,14
2025,320310031012025,0
2014,320310031012014,0
2009,320310031012009,0
3252,320310035013252,0
3005,320310025003005,356
3016,320310021043016,25
3005,320310021043005,13
2116,320310035012116,2
1020,320310033081020,16
1006,320310033081006,80
4009,320310026194009,86
1016,320310032041016,19
1027,320310026141027,169
2022,320310033062022,12
1030,320310017021030,77
1189,320319402001189,0
1187,320319402001187,0
1001,320310026131001,729
2007,320310031092007,37
1037,320310035031037,72
1005,320310035111005,165
3009,320310026163009,102
2005,320310035092005,0
4006,320310015024006,67
3019,320310035113019,77
3002,320310028013002,0
1030,320310028011030,0
1019,320310031081019,0
1040,320310035081040,9
1008,320310026141008,11
2043,320310026192043,0
1038,320310017021038,41
3001,320310017023001,0
1174,320319402001174,0
1207,320319402001207,0
2074,320310026192074,0
2041,320310026122041,10
2024,320310035042024,246
1010,320310026191010,44
1042,320310026191042,116
1006,320310024121006,52
1031,320310024091031,238
2001,320310024082001,686
1007,320310017021007,65
1005,320310028011005,149
2011,320310031092011,49
1014,320310023021014,0
2043,320310026172043,30
2010,320310035072010,82
3074,320310031013074,0
4008,320310011034008,22
4018,320310010154018,65
1027,320310014001027,0
2027,320310014002027,139
2003,320310001022003,0
5015,320310015025015,0
2012,320310018012012,0
1053,320310001021053,0
1399,320319402001399,0
4038,320310023014038,0
2055,320310012012055,0
2012,320310012012012,62
3027,320310011053027,0
3028,320310035113028,51
4003,320310010154003,52
2007,320310009002007,21
1027,320310010141027,0
3008,320310010133008,23
3049,320310010133049,39
3014,320310010133014,35
1020,320310010141020,22
2012,320310032042012,47
2024,320310032042024,25
2009,320310032042009,0
2004,320310032032004,24
2034,320310032032034,0
1007,320310018011007,116
3003,320310018013003,207
3019,320310017023019,18
2003,320310017022003,47
2009,320310018022009,46
1009,320310018021009,204
2017,320310018022017,120
1012,320310001021012,0
2014,320310018022014,0
1052,320310001021052,0
3014,320310002023014,45
1009,320310021071009,0
3029,320310027043029,29
6011,320310030006011,19
4004,320310030004004,62
6006,320310030006006,43
4009,320310030004009,23
5003,320310030005003,83
5007,320310030005007,66
3039,320310031013039,0
3059,320310031013059,0
2009,320310030002009,80
2004,320310030002004,175
3020,320310002023020,0
3000,320310002023000,0
1010,320310007001010,70
2013,320310002022013,19
2010,320310002022010,48
3014,320310007003014,22
3021,320310007003021,40
3024,320310007003024,0
2008,320310007002008,42
1015,320310010091015,0
1005,320310002011005,37
1015,320310002011015,46
1010,320310002011010,130
1035,320310010131035,12
2012,320310032032012,44
1034,320310010131034,32
1057,320310032031057,27
1006,320310032041006,35
2017,320310035032017,58
3090,320310031013090,0
2003,320310035142003,150
3030,320310027043030,0
1019,320310017021019,36
1027,320310017021027,0
2005,320310028022005,1085
2007,320310028012007,179
3002,320310028023002,60
1044,320310001021044,4
3009,320310028023009,46
5009,320310031065009,48
4004,320310028024004,81
2002,320310028012002,51
1927,320310035011927,0
1005,320310019021005,116
3009,320310019013009,44
3002,320310019013002,26
1010,320310031061010,82
1007,320310031061007,103
1004,320310031061004,71
5014,320310031065014,67
1007,320310031081007,89
2022,320310031082022,55
1013,320310031091013,66
2001,320310007002001,55
2009,320310007002009,69
2018,320310007002018,42
2013,320310007002013,75
1019,320310021071019,0
1037,320310021071037,0
2000,320310021072000,0
2012,320310021072012,141
1012,320310002011012,77
1008,320310009001008,789
2013,320310021072013,79
2023,320310021072023,127
4003,320310022124003,0
1005,320310022111005,0
2005,320310035142005,17
2030,320310027052030,77
3015,320310027063015,113
1030,320310027031030,68
1031,320310027051031,59
3000,320310027063000,143
3005,320310027063005,108
2006,320310027062006,80
2002,320310032022002,0
2011,320310028022011,112
2007,320310019022007,61
2006,320310019022006,67
4011,320310028024011,129
4012,320310028024012,70
3009,320310019023009,51
3020,320310019023020,27
1043,320310017021043,130
4004,320310031064004,0
4004,320310031014004,25
2006,320310031062006,18
4006,320310035154006,24
2014,320310035142014,33
1014,320310022111014,0
1023,320310010051023,11
1006,320310022111006,0
2006,320310022112006,73
4006,320310022124006,0
2008,320310022112008,128
3000,320310022043000,0
2030,320310022042030,310
1025,320319800001025,0
1050,320319800001050,0
1023,320319800001023,0
2012,320310027072012,148
3011,320310027073011,106
1024,320310027041024,79
2009,320310027072009,105
1017,320310017011017,160
2014,320310027032014,49
1011,320310017021011,0
2010,320310012012010,0
3026,320310019023026,15
3049,320310031013049,0
3054,320310031013054,0
3019,320310035043019,62
3025,320310035043025,98
1000,320310035071000,56
3026,320310035043026,71
1027,320310028011027,64
1000,320310029021000,65
1481,320310035011481,0
1389,320310035011389,4
1398,320310035011398,0
1452,320310035011452,0
1478,320310035011478,0
1447,320310035011447,0
1139,320310035011139,0
1171,320310035011171,0
1170,320310035011170,0
1271,320310035011271,0
1323,320310035011323,0
1324,320310035011324,0
1371,320310035011371,0
3002,320310035013002,0
1193,320319402001193,0
1961,320310035011961,0
2053,320310035012053,23
1454,320310035011454,0
2085,320310035012085,0
2079,320310035012079,17
2071,320310035012071,2
1142,320319402001142,23
2235,320310035012235,0
2218,320310035012218,0
2243,320310035012243,0
1115,320310035011115,0
2097,320310035012097,0
2125,320310035012125,63
2132,320310035012132,0
2151,320310035012151,15
2145,320310035012145,0
2196,320310035012196,98
3003,320310022123003,0
1291,320310035011291,0
2018,320310035012018,27
3085,320310035013085,0
2007,320310035032007,51
3069,320310035013069,0
3039,320310035013039,7
3045,320310035013045,6
3012,320310035013012,0
2109,320310023022109,0
1150,320319402001150,0
1252,320319402001252,0
1202,320319402001202,3
4000,320310007004000,0
3052,320310035013052,17
1004,320310035141004,58
2221,320310035012221,0
3327,320310035013327,0
1017,320310011031017,68
3095,320310035013095,0
2057,320310023022057,0
3097,320310035013097,0
3083,320310035013083,1
3304,320310035013304,0
1321,320319402001321,0
1305,320319402001305,4
1306,320319402001306,18
1290,320319402001290,0
1372,320319402001372,0
1212,320319402001212,0
1158,320319402001158,0
1231,320319402001231,0
1239,320319402001239,0
1334,320319402001334,0
3305,320310035013305,0
1320,320319402001320,0
1289,320319402001289,0
1381,320319402001381,10
1369,320319402001369,34
3094,320310035013094,0
4065,320310035154065,0
3306,320310035013306,0
1407,320319402001407,0
3265,320310035013265,0
3269,320310035013269,0
3299,320310035013299,0
3147,320310035013147,0
3177,320310035013177,0
3014,320310011033014,123
3021,320310011033021,54
2053,320310023022053,46
3009,320310026103009,125
3189,320310035013189,0
3054,320310023013054,0
3190,320310035013190,0
3297,320310035013297,0
3099,320310035013099,0
3206,320310035013206,0
3202,320310035013202,0
1006,320319803001006,0
3019,320310033083019,26
1040,320310035011040,0
1021,320310035011021,0
1059,320310035011059,0
1356,320319402001356,2
1018,320310035011018,0
1030,320310035011030,0
1008,320310035011008,0
3248,320310035013248,0
1005,320310013001005,71
1010,320310003001010,43
1012,320310025001012,91
1021,320310025001021,51
1028,320310025001028,54
1020,320310013001020,78
2009,320310013002009,68
2005,320310013002005,56
1010,320310014001010,61
1024,320310026121024,0
2011,320310026172011,0
3111,320310035013111,0
1012,320310010131012,7
1005,320310010131005,3
2116,320310023022116,0
1011,320310035011011,0
1818,320310035011818,0
3023,320310002023023,88
1009,320310001011009,48
3008,320310002023008,11
1012,320310002021012,0
2015,320310025002015,48
2002,320310014002002,39
2009,320310014002009,21
1000,320310014001000,109
1004,320310014001004,120
4000,320310004004000,154
2029,320310001012029,0
3006,320310001013006,0
1036,320310035011036,0
1032,320310035011032,0
1054,320310035011054,0
1582,320310035011582,0
1081,320310035011081,0
1090,320310035011090,0
1034,320319402001034,0
4043,320310035154043,0
2229,320310035012229,0
2223,320310035012223,2
2253,320310035012253,0
2023,320310026182023,4
2024,320310026182024,0
2021,320310026182021,12
2093,320310035012093,0
2008,320310026182008,0
4005,320310001014005,22
2013,320310001012013,16
4004,320310001014004,34
4022,320310015024022,0
2014,320310001022014,21
2023,320310001012023,28
3000,320310001013000,1
3011,320310001013011,0
3021,320310001013021,50
1004,320310001011004,184
3009,320310001013009,0
3008,320310001013008,0
2018,320310033062018,0
1074,320310035011074,0
1108,320310035011108,0
1015,320310026131015,45
1024,320310026131024,2
1078,320310024091078,0
4020,320310026124020,44
1026,320310026121026,0
2037,320310012012037,28
1016,320310026031016,0
2040,320310026122040,36
1020,320310026131020,0
2043,320310026122043,0
1007,320310015011007,50
1019,320310026121019,33
3002,320310026123002,207
3011,320310026123011,40
1021,320310026121021,74
2254,320310035012254,0
1030,320310026031030,0
1045,320310026031045,0
4020,320310015024020,0
2010,320310001022010,45
2022,320310001022022,173
2018,320310001022018,1
3020,320310001013020,0
3018,320310001023018,0
3002,320310001023002,220
2253,320310023022253,12
1008,320310011051008,6
2082,320310023022082,15
1056,320310035011056,0
1165,320310035011165,0
1975,320310035011975,0
1107,320310035011107,0
1006,320310015011006,41
1028,320310026031028,106
1010,320310026031010,23
1051,320310026031051,19
1025,320319801001025,0
3061,320310026193061,34
2031,320310023022031,22
2038,320310023022038,78
1042,320319801001042,0
2267,320310035012267,0
2033,320310026182033,0
1003,320319801001003,0
1010,320319801001010,0
1007,320319801001007,0
1134,320310023021134,0
1052,320310023021052,1
1005,320310023011005,53
2014,320310023012014,12
1025,320319803001025,0
1044,320319803001044,0
1096,320310023021096,2
1110,320310035011110,0
