,GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,income
0,Id,Id2,Geography,Estimate; Total,Margin of Error; Total,Estimate; Per capita income in the past 12 months (in 2017 inflation-adjusted dollars)
193,1500000US371190032031,371190032031,"Block Group 1, Census Tract 32.03, Mecklenburg County, North Carolina",1605,369,34689
194,1500000US371190032032,371190032032,"Block Group 2, Census Tract 32.03, Mecklenburg County, North Carolina",938,182,45241
195,1500000US371190032041,371190032041,"Block Group 1, Census Tract 32.04, Mecklenburg County, North Carolina",858,139,69405
196,1500000US371190032042,371190032042,"Block Group 2, Census Tract 32.04, Mecklenburg County, North Carolina",1792,373,38038
197,1500000US371190032043,371190032043,"Block Group 3, Census Tract 32.04, Mecklenburg County, North Carolina",914,262,70924
198,1500000US371190033001,371190033001,"Block Group 1, Census Tract 33, Mecklenburg County, North Carolina",1517,193,49648
199,1500000US371190033002,371190033002,"Block Group 2, Census Tract 33, Mecklenburg County, North Carolina",920,284,33504
200,1500000US371190033003,371190033003,"Block Group 3, Census Tract 33, Mecklenburg County, North Carolina",731,154,46004
201,1500000US371190034001,371190034001,"Block Group 1, Census Tract 34, Mecklenburg County, North Carolina",1886,359,75456
202,1500000US371190034002,371190034002,"Block Group 2, Census Tract 34, Mecklenburg County, North Carolina",1203,284,101530
203,1500000US371190034003,371190034003,"Block Group 3, Census Tract 34, Mecklenburg County, North Carolina",1366,342,82676
204,1500000US371190034004,371190034004,"Block Group 4, Census Tract 34, Mecklenburg County, North Carolina",854,227,73789
205,1500000US371190035001,371190035001,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",1273,198,65056
206,1500000US371190035002,371190035002,"Block Group 2, Census Tract 35, Mecklenburg County, North Carolina",1268,200,104285
207,1500000US371190036001,371190036001,"Block Group 1, Census Tract 36, Mecklenburg County, North Carolina",1131,364,38656
208,1500000US371190036002,371190036002,"Block Group 2, Census Tract 36, Mecklenburg County, North Carolina",1043,277,29018
209,1500000US371190036003,371190036003,"Block Group 3, Census Tract 36, Mecklenburg County, North Carolina",989,283,15131
210,1500000US371190036004,371190036004,"Block Group 4, Census Tract 36, Mecklenburg County, North Carolina",1003,444,10585
211,1500000US371190037001,371190037001,"Block Group 1, Census Tract 37, Mecklenburg County, North Carolina",1590,241,52941
212,1500000US371190037002,371190037002,"Block Group 2, Census Tract 37, Mecklenburg County, North Carolina",1545,355,13070
213,1500000US371190038021,371190038021,"Block Group 1, Census Tract 38.02, Mecklenburg County, North Carolina",1317,358,22706
214,1500000US371190038022,371190038022,"Block Group 2, Census Tract 38.02, Mecklenburg County, North Carolina",2269,375,12786
215,1500000US371190038023,371190038023,"Block Group 3, Census Tract 38.02, Mecklenburg County, North Carolina",287,240,12179
216,1500000US371190038051,371190038051,"Block Group 1, Census Tract 38.05, Mecklenburg County, North Carolina",2452,255,37358
217,1500000US371190038061,371190038061,"Block Group 1, Census Tract 38.06, Mecklenburg County, North Carolina",3674,657,22700
218,1500000US371190038062,371190038062,"Block Group 2, Census Tract 38.06, Mecklenburg County, North Carolina",1710,769,16977
219,1500000US371190038063,371190038063,"Block Group 3, Census Tract 38.06, Mecklenburg County, North Carolina",2218,525,35973
220,1500000US371190038064,371190038064,"Block Group 4, Census Tract 38.06, Mecklenburg County, North Carolina",1839,596,24975
221,1500000US371190038071,371190038071,"Block Group 1, Census Tract 38.07, Mecklenburg County, North Carolina",1220,296,20200
222,1500000US371190038072,371190038072,"Block Group 2, Census Tract 38.07, Mecklenburg County, North Carolina",3682,499,15451
223,1500000US371190038081,371190038081,"Block Group 1, Census Tract 38.08, Mecklenburg County, North Carolina",2001,406,14661
224,1500000US371190038082,371190038082,"Block Group 2, Census Tract 38.08, Mecklenburg County, North Carolina",4048,583,18627
225,1500000US371190039021,371190039021,"Block Group 1, Census Tract 39.02, Mecklenburg County, North Carolina",1336,378,16679
226,1500000US371190039022,371190039022,"Block Group 2, Census Tract 39.02, Mecklenburg County, North Carolina",1548,403,9896
227,1500000US371190039023,371190039023,"Block Group 3, Census Tract 39.02, Mecklenburg County, North Carolina",691,235,15616
228,1500000US371190039024,371190039024,"Block Group 4, Census Tract 39.02, Mecklenburg County, North Carolina",1286,403,10243
229,1500000US371190039031,371190039031,"Block Group 1, Census Tract 39.03, Mecklenburg County, North Carolina",917,223,5680
230,1500000US371190039032,371190039032,"Block Group 2, Census Tract 39.03, Mecklenburg County, North Carolina",942,227,12195
231,1500000US371190040001,371190040001,"Block Group 1, Census Tract 40, Mecklenburg County, North Carolina",1361,424,13253
232,1500000US371190040002,371190040002,"Block Group 2, Census Tract 40, Mecklenburg County, North Carolina",629,186,18280
233,1500000US371190040003,371190040003,"Block Group 3, Census Tract 40, Mecklenburg County, North Carolina",922,305,20229
234,1500000US371190040004,371190040004,"Block Group 4, Census Tract 40, Mecklenburg County, North Carolina",1897,357,26019
235,1500000US371190041001,371190041001,"Block Group 1, Census Tract 41, Mecklenburg County, North Carolina",615,210,16275
236,1500000US371190041002,371190041002,"Block Group 2, Census Tract 41, Mecklenburg County, North Carolina",1758,278,51494
237,1500000US371190041003,371190041003,"Block Group 3, Census Tract 41, Mecklenburg County, North Carolina",323,161,29612
238,1500000US371190041004,371190041004,"Block Group 4, Census Tract 41, Mecklenburg County, North Carolina",742,238,11610
239,1500000US371190042001,371190042001,"Block Group 1, Census Tract 42, Mecklenburg County, North Carolina",776,302,10866
